date,open,high,low,close,adj_close,volume
2006-01-03,50.780783,51.0346,50.132722,50.59141,25.626679,10854980
2006-01-04,50.687995,51.206362,49.7017,50.108043,25.384126,16578799
2006-01-05,50.017935,50.986178,49.972482,50.846715,25.760656,11805614
2006-01-06,51.156198,51.244896,49.768737,50.480764,25.577564,8642593
2006-01-09,50.733466,51.026842,50.604884,50.71219,25.701788,13812234
2006-01-10,50.588643,50.618089,49.554521,49.792255,25.23783,25907495
2006-01-11,49.791029,49.902407,49.605093,49.71346,25.200168,22674991
2006-01-12,49.879322,50.157417,49.215421,49.394256,25.040623,27976802
2006-01-13,49.262338,51.009835,49.229497,50.540784,25.624175,15348846
2006-01-17,51.171616,51.234799,50.363036,50.50677,25.616187,16546136
2006-01-18,50.671759,51.037403,50.486692,50.8101,25.772359,10746763
2006-01-19,50.740306,51.39969,50.719136,51.044084,25.893381,12961050
2006-01-20,51.156131,51.26733,49.895665,50.508865,25.624193,13100415
2006-01-23,50.743304,51.179707,50.567664,50.900874,25.830068,13216529
2006-01-24,51.199305,52.382027,50.917743,52.220029,26.501878,16882990
2006-01-25,52.422012,52.492143,51.688001,51.749269,26.265338,13862478
2006-01-26,51.694863,52.016727,51.112516,51.328834,26.0543,24302825
2006-01-27,51.340423,51.625956,51.052155,51.141608,25.961611,14012863
2006-01-30,51.216362,51.56322,51.189055,51.300841,26.049504,19884245
2006-01-31,51.471629,51.95568,51.395285,51.662277,26.235404,22606031
2006-02-01,51.541547,52.096605,51.300723,51.45214,26.131052,6298801
2006-02-02,51.51804,51.647467,50.913368,51.606638,26.211885,11789239
2006-02-03,51.79776,52.87327,51.549093,52.694213,26.766701,11699929
2006-02-06,52.719146,52.853174,52.689479,52.787514,26.821364,21686183
2006-02-07,53.106611,53.324467,52.852738,52.892534,26.877152,11953598
2006-02-08,53.336265,53.523571,52.538147,52.880992,26.873715,24303419
2006-02-09,52.496666,54.104789,52.064464,53.509649,27.195651,16278235
2006-02-10,53.623441,54.462987,53.174012,54.192682,27.545283,27745650
2006-02-13,54.627235,54.707027,53.643232,53.750649,27.328011,14565338
2006-02-14,53.871532,55.322322,53.81535,55.019699,27.975751,24141516
2006-02-15,54.701796,55.699444,54.458507,55.270185,28.105654,18037150
2006-02-16,55.310098,55.423412,54.432465,54.919442,27.92982,23810183
2006-02-17,54.736048,55.047944,54.541575,54.902089,27.923518,7981905
2006-02-21,55.082452,55.76867,54.019686,54.239298,27.59639,11921789
2006-02-22,54.520335,54.562344,53.763556,53.846751,27.399142,13894517
2006-02-23,53.580404,53.682597,53.046779,53.102802,27.023035,11658096
2006-02-24,53.303856,53.93611,53.05012,53.154394,27.051733,17172577
2006-02-27,52.937459,53.486139,52.900555,53.201968,27.083285,14775893
2006-02-28,53.160895,54.589316,52.79113,54.541839,27.767876,10907779
2006-03-01,54.495087,55.451291,54.104319,55.01654,28.012082,13392050
2006-03-02,55.193791,55.782612,54.90394,55.039156,28.026129,16763713
2006-03-03,55.204774,55.276948,54.479176,54.936463,27.976365,17635296
2006-03-06,54.632754,55.117685,54.509782,54.886481,27.958489,16894639
2006-03-07,54.926366,55.611016,54.770014,55.581352,28.315006,14960474
2006-03-08,55.398288,56.187578,54.824497,55.368482,28.209111,19630938
2006-03-09,55.255197,56.265071,55.136981,56.17626,28.623243,20082043
2006-03-10,55.89754,56.417793,55.036558,55.264959,28.161456,11544961
2006-03-13,55.019105,55.13878,54.540156,55.045272,28.057114,16000430
2006-03-14,55.016139,55.155543,54.984822,55.130137,28.102909,12661887
2006-03-15,55.217033,55.42148,55.151771,55.279026,28.181353,13710566
2006-03-16,55.439051,55.461473,54.380059,54.645572,27.860933,9536341
2006-03-17,54.6626,55.150274,54.492216,54.920097,28.00343,12043363
2006-03-20,55.024729,55.501972,54.763448,55.370488,28.240735,14084897
2006-03-21,55.679456,55.957785,55.471532,55.655451,28.38864,9688792
2006-03-22,55.697678,56.293759,55.473114,56.219156,28.678765,10767483
2006-03-23,56.295436,56.805549,55.886388,56.74764,28.950973,23558815
2006-03-24,56.719036,57.182248,56.469343,57.046934,29.106293,13406727
2006-03-27,57.343311,57.941883,56.205352,56.451611,28.810357,12486192
2006-03-28,56.301331,57.284615,56.094209,57.135377,29.161956,18851288
2006-03-29,57.268799,57.968635,57.084025,57.716617,29.461283,13172654
2006-03-30,57.578741,57.737052,56.979446,57.339678,29.27152,10250555
2006-03-31,57.388506,57.490411,56.47094,56.728056,28.961907,10053233
2006-04-03,56.738491,57.017212,55.615155,55.976378,28.585893,14807715
2006-04-04,56.263548,56.708333,56.054727,56.204339,28.704901,12546289
2006-04-05,56.097866,56.566267,55.824382,56.533429,28.875584,20501637
2006-04-06,56.166719,56.483959,55.857318,56.410062,28.815175,15167284
2006-04-07,56.049825,56.275884,55.785515,55.947617,28.581533,10378731
2006-04-10,56.074762,56.373258,55.605901,55.765501,28.49622,18200264
2006-04-11,55.569527,56.510569,55.315594,56.241854,28.742233,11802181
2006-04-12,56.34113,56.495654,54.98366,55.37253,28.300524,13244396
2006-04-13,55.401738,55.647214,55.1953,55.525441,28.381241,8529811
2006-04-17,55.591546,56.023843,54.885598,55.110917,28.179543,13808592
2006-04-18,55.078519,55.208823,54.407606,54.931409,28.090294,15163008
2006-04-19,54.91622,55.347998,54.28661,54.474119,27.858966,20343621
2006-04-20,54.41101,54.69868,54.275839,54.674702,27.964074,16563882
2006-04-21,54.448661,54.954196,54.324429,54.701191,27.98015,16172227
2006-04-24,54.677087,55.252308,54.51908,55.229229,28.257905,11858934
2006-04-25,55.182734,55.282228,54.987333,55.054666,28.171135,17438137
2006-04-26,55.069405,55.264739,54.446501,54.713082,27.998878,13325029
