date,open,high,low,close,adj_close,volume
2006-01-03,29.996957,30.0568,29.825982,29.875395,21.930473,9254072
2006-01-04,29.786497,30.057823,29.645028,29.985762,22.012393,8571399
2006-01-05,29.969088,30.102174,29.821148,29.998746,22.022829,6793357
2006-01-06,29.964175,29.979207,29.63282,29.66552,21.779094,7223564
2006-01-09,29.767273,29.918455,29.70234,29.73192,21.830531,6850625
2006-01-10,29.669978,29.809249,29.594516,29.669547,21.785629,14144027
2006-01-11,29.685668,29.724468,29.425898,29.480991,21.648066,5907558
2006-01-12,29.488179,29.562011,29.259349,29.358589,21.55907,4979381
2006-01-13,29.408229,29.790519,29.23381,29.704621,21.814071,8304880
2006-01-17,29.613415,29.659258,29.539574,29.626774,21.760477,8736598
2006-01-18,29.753586,29.826885,29.704479,29.773971,21.869489,8986699
2006-01-19,29.796147,29.874202,29.382188,29.545741,21.702741,10381838
2006-01-20,29.611732,29.664679,29.117703,29.16318,21.422612,8484351
2006-01-23,29.262578,29.486369,29.204118,29.332232,21.549448,11566638
2006-01-24,29.338145,29.788377,29.240018,29.655309,21.787697,7788939
2006-01-25,29.749866,29.851031,29.398916,29.457823,21.643494,9367843
2006-01-26,29.450151,29.502647,29.365575,29.450912,21.639305,4733370
2006-01-27,29.391454,29.486284,29.25804,29.305113,21.533062,7417649
2006-01-30,29.364148,29.511462,29.26908,29.404583,21.608813,12753543
2006-01-31,29.346352,29.416396,29.054788,29.072563,21.365696,12484306
2006-02-01,29.005999,29.24419,28.972465,29.169646,21.437924,8581586
2006-02-02,29.136064,29.691466,29.118519,29.563936,21.728596,5380955
2006-02-03,29.512885,29.785509,29.450934,29.758939,21.872815,9563017
2006-02-06,29.570917,29.916447,29.490658,29.850135,21.942547,12533479
2006-02-07,29.673444,30.232846,29.650197,30.144671,22.159968,9645349
2006-02-08,30.101259,30.606668,29.965095,30.558964,22.465446,11151332
2006-02-09,30.656653,30.891961,30.380334,30.863431,22.690207,8985538
2006-02-10,30.794629,30.852005,30.666081,30.779207,22.629216,11857190
2006-02-13,30.797915,30.897623,30.503157,30.536338,22.453423,9283674
2006-02-14,30.341542,30.760685,30.177429,30.595109,22.497561,7057223
2006-02-15,30.561421,30.669035,30.537312,30.613146,22.511748,7229322
2006-02-16,30.585002,30.618489,30.387705,30.440705,22.385861,8309630
2006-02-17,30.343185,30.553272,30.19833,30.51924,22.444537,17912962
2006-02-21,30.491361,30.834469,30.408593,30.784406,22.643266,12189944
2006-02-22,30.74646,30.81871,30.429085,30.551742,22.473054,6391361
2006-02-23,30.632992,30.777363,30.378311,30.460655,22.406973,9089834
2006-02-24,30.345014,30.539824,30.3026,30.502467,22.438651,7047051
2006-02-27,30.52093,30.780985,30.234974,30.346216,22.326458,7326491
2006-02-28,30.324959,30.783069,30.191387,30.734993,22.61342,7288500
2006-03-01,30.814227,30.84934,30.632167,30.655901,22.556154,7900095
2006-03-02,30.690491,30.783245,30.471182,30.58705,22.506419,14239392
2006-03-03,30.69314,30.7512,30.487384,30.552248,22.481734,15197590
2006-03-06,30.457588,30.513344,30.30769,30.335833,22.325236,5625511
2006-03-07,30.324996,30.719717,30.239928,30.515926,22.458696,5469882
2006-03-08,30.436494,30.637176,30.390997,30.588854,22.513293,13575953
2006-03-09,30.645177,31.048148,30.624766,30.814202,22.680079,5056874
2006-03-10,30.759686,31.031234,30.395291,30.514734,22.460585,6183940
2006-03-13,30.455454,30.539918,30.360162,30.500043,22.452538,10147028
2006-03-14,30.432444,30.572444,30.395193,30.540482,22.48323,9834197
2006-03-15,30.480608,30.706491,30.428045,30.60161,22.529157,10239754
2006-03-16,30.724164,30.772674,30.471316,30.636811,22.555998,6042162
2006-03-17,30.594069,30.741088,30.429279,30.558651,22.499377,5147652
2006-03-20,30.446697,30.589178,30.391673,30.546058,22.492877,10822325
2006-03-21,30.698523,30.872813,30.627679,30.721583,22.623056,11179753
2006-03-22,30.801588,31.061661,30.712852,30.992422,22.823436,13568613
2006-03-23,31.024277,31.266693,30.989734,31.155344,22.944357,7980733
2006-03-24,31.30179,31.72929,31.15169,31.578329,23.256819,8154013
2006-03-27,31.667451,31.691207,31.351738,31.497094,23.19985,16749566
2006-03-28,31.562191,31.682533,31.502619,31.559717,23.246931,13549723
2006-03-29,31.58339,31.769945,31.445155,31.630161,23.299777,18928343
2006-03-30,31.663195,31.780131,31.302798,31.347045,23.092173,5862815
2006-03-31,31.368522,31.509032,30.960016,30.990905,22.830756,7022734
2006-04-03,31.031826,31.074521,30.938576,30.960148,22.810907,7987382
2006-04-04,31.058508,31.201726,30.887342,30.961755,22.813028,11871665
2006-04-05,30.997529,31.019639,30.928018,31.00225,22.843803,9828672
2006-04-06,30.976693,31.42127,30.884708,31.229382,23.01211,9377098
2006-04-07,31.333062,31.39831,31.160189,31.233474,23.01607,7938321
2006-04-10,31.193264,31.466544,31.177236,31.382254,23.128555,8888716
2006-04-11,31.339956,31.726729,31.263083,31.552139,23.254715,9731645
2006-04-12,31.657737,31.680013,31.269387,31.323236,23.086956,9761316
2006-04-13,31.329117,31.421648,31.067364,31.098919,22.922563,11161910
2006-04-17,31.168986,31.230519,30.980023,30.996609,22.850905,13530967
2006-04-18,31.06785,31.125583,30.961575,30.984758,22.843107,14104973
2006-04-19,30.894596,31.288906,30.827282,31.191723,22.996634,8872241
2006-04-20,31.143797,31.274529,30.935706,31.255603,23.044677,7709471
2006-04-21,31.19581,31.30673,31.153352,31.24114,23.034959,12677210
2006-04-24,31.363699,31.473378,31.315068,31.441147,23.185286,9569432
2006-04-25,31.567776,31.616064,31.520057,31.539862,23.259036,7441461
2006-04-26,31.672907,31.752178,31.349735,31.363929,23.130244,17716690
2006-04-27,31.316553,31.944936,31.262093,31.78273,23.440064,8415780
2006-04-28,31.728588,32.056521,31.509356,31.961585,23.572939,10698721
2006-05-01,31.816167,31.902898,31.525526,31.685698,23.37234,4604169
2006-05-02,31.745611,31.802466,31.630944,31.757028,23.425918,9148201
2006-05-03,31.778488,31.797791,31.33997,31.411727,23.172154,8271228
2006-05-04,31.461461,31.64527,31.382511,31.56812,23.288481,8910509
2006-05-05,31.686467,31.82979,31.619287,31.649623,23.349566,9188732
2006-05-08,31.676172,32.248282,31.502529,32.087941,23.675853,8402429
2006-05-09,32.047816,32.437338,31.90231,32.374859,23.888534,7257601
2006-05-10,32.271939,32.555254,32.220131,32.453885,23.947828,10990475
2006-05-11,32.511017,32.533504,32.42462,32.489216,23.974884,10729257
2006-05-12,32.540843,32.594138,32.10649,32.335201,23.862211,8047916
2006-05-15,32.30157,32.45839,32.147742,32.377089,23.896066,6989206
2006-05-16,32.427429,32.518963,32.221534,32.374128,23.894863,6099716
2006-05-17,32.261924,32.293747,32.161263,32.181515,23.753674,9592519
2006-05-18,32.168094,32.369989,31.831352,31.970672,23.599016,7515813
2006-05-19,31.969856,32.026695,31.796185,31.833769,23.498927,8640535
2006-05-22,31.814512,31.914327,31.509026,31.571989,23.308558,9183011
2006-05-23,31.550609,31.827986,31.5271,31.690359,23.396908,6102038
2006-05-24,31.761653,31.870266,31.596912,31.675286,23.38674,9505541
2006-05-25,31.649132,31.714584,31.390678,31.43585,23.210911,8467756
2006-05-26,31.423596,31.941401,31.358959,31.863162,23.527386,11951701
