date,open,high,low,close,adj_close,volume
2006-01-03,42.977913,43.162909,42.686716,42.782601,19.549133,23234192
2006-01-04,42.754315,43.592916,42.680533,43.33388,19.803096,17024051
2006-01-05,43.564436,43.675591,42.922422,43.040592,19.671113,33754957
2006-01-06,43.310587,43.473967,41.933221,42.351603,19.358234,13487058
2006-01-09,42.536972,42.777281,42.446559,42.671485,19.510535,9813001
2006-01-10,42.963287,43.09904,42.748326,43.059942,19.690196,20393865
2006-01-11,43.096549,43.23467,42.516793,42.867415,19.604198,12384877
2006-01-12,43.068842,43.127015,42.184661,42.254529,19.325923,34897818
2006-01-13,42.173118,43.233529,42.085335,43.075395,19.703411,13743697
2006-01-17,43.10646,43.443373,42.227569,42.346084,19.377875,15400192
2006-01-18,42.259534,42.887046,41.871323,42.785662,19.581066,18815956
2006-01-19,42.894328,43.084677,41.91887,42.309833,19.365315,16747813
2006-01-20,42.326231,42.420094,41.516234,41.752609,19.11226,16841342
2006-01-23,41.430116,42.476542,41.201547,42.435948,19.431123,32881201
2006-01-24,42.521238,42.732804,42.366143,42.590725,19.504023,21396120
2006-01-25,42.53848,42.833722,41.999241,42.119228,19.290113,17935699
2006-01-26,42.258532,42.415596,42.024593,42.25504,19.354326,21439817
2006-01-27,42.251578,42.286845,41.508778,41.642519,19.075754,28586730
2006-01-30,41.561896,42.593966,41.382897,42.478194,19.464637,15437525
2006-01-31,42.432574,42.797241,41.835882,42.329442,19.398493,13781902
2006-02-01,42.727913,43.080076,42.077745,42.402972,19.434212,30451829
2006-02-02,42.251436,43.21819,41.907434,43.187806,19.795978,22462236
2006-02-03,43.079825,43.13582,43.045522,43.075861,19.74672,12552473
2006-02-06,42.882343,44.266266,42.778459,44.097396,20.22132,15052386
2006-02-07,44.214081,44.557863,44.00723,44.522519,20.418388,24491970
2006-02-08,44.348952,45.525573,44.255968,45.495193,20.866636,18190463
2006-02-09,45.470292,46.701392,45.124365,46.459958,21.311348,18400663
2006-02-10,46.567464,47.039546,46.418689,46.815291,21.476575,21814114
2006-02-13,46.582364,46.717085,45.803487,46.005854,21.111833,25419322
2006-02-14,46.185785,46.814897,45.910535,46.572468,21.374072,19762890
2006-02-15,45.935829,47.210739,45.585307,46.748988,21.457317,10094113
2006-02-16,46.801695,47.137069,46.615923,46.722815,21.447535,20753294
2006-02-17,46.81287,47.047034,45.655488,46.334889,21.271675,23067284
2006-02-21,45.897209,46.164279,45.125328,45.998723,21.126136,11673930
2006-02-22,45.876167,46.363803,45.602986,46.33681,21.283626,25236633
2006-02-23,46.540583,46.704167,45.634482,46.068966,21.162801,21622861
2006-02-24,46.176349,46.317344,45.494021,45.736374,21.012203,13596950
2006-02-27,45.81463,45.903231,44.556428,45.073245,20.714012,16303695
2006-02-28,45.239595,46.359707,45.074344,46.328608,21.293146,20533733
2006-03-01,46.356927,46.926362,46.09906,46.510673,21.37905,17675157
2006-03-02,46.396578,46.876795,46.041778,46.809294,21.518552,16924491
2006-03-03,47.033008,47.317225,47.004419,47.134877,21.670479,10394284
2006-03-06,47.264819,47.316043,46.728211,46.769858,21.509372,21334565
2006-03-07,46.651641,48.205771,46.201971,47.691056,21.935312,27078432
2006-03-08,47.617316,48.626788,47.464887,48.090331,22.121258,13164194
2006-03-09,48.568488,48.642434,48.136602,48.449096,22.288607,13484222
2006-03-10,48.529027,48.801422,47.40063,47.515909,21.861576,21342567
2006-03-13,47.420584,48.265904,47.298425,48.192863,22.179957,35864516
2006-03-14,48.167852,48.445954,48.013441,48.159566,22.166939,12343367
2006-03-15,48.504118,48.979956,47.290922,47.810484,22.008552,18668122
2006-03-16,47.746937,48.009823,47.625836,47.75962,21.987426,23597346
2006-03-17,47.882698,48.647912,47.460423,48.510678,22.335519,16763006
2006-03-20,48.394129,49.628219,48.285839,49.281673,22.697587,35037854
2006-03-21,49.461441,49.776244,48.641787,48.791334,22.474091,17316658
2006-03-22,48.667882,49.440588,48.542077,49.308817,22.714815,19038118
2006-03-23,49.580734,49.882529,49.513447,49.747825,22.919435,22268464
2006-03-24,49.881267,51.105004,49.737596,50.548832,23.290892,26312095
2006-03-27,50.326879,50.429099,49.725304,49.751942,22.930872,18910809
2006-03-28,49.91252,49.979132,49.594603,49.881523,22.992989,18797682
2006-03-29,49.73443,50.076522,49.617767,50.055785,23.075716,12108242
2006-03-30,49.911132,50.215403,49.706753,49.808879,22.964281,12779702
2006-03-31,49.887264,50.485659,48.932097,49.311806,22.737472,12973934
2006-04-03,49.402301,49.798004,49.357344,49.391138,22.781161,16824868
2006-04-04,49.502564,49.770163,49.293351,49.727864,22.938859,25501901
2006-04-05,49.898903,50.515729,49.47162,49.73389,22.944025,16750241
2006-04-06,50.09782,50.507399,50.045199,50.107732,23.118897,12047297
2006-04-07,49.674016,49.851434,49.470743,49.760063,22.960877,14799481
2006-04-10,49.78435,50.379096,49.366895,49.526588,22.860278,25592838
2006-04-11,49.653524,49.972412,48.889754,49.220858,22.721524,9988532
2006-04-12,49.078679,49.293327,47.941712,48.315658,22.305983,23517959
2006-04-13,48.24672,48.333621,47.509332,47.915684,22.123628,15660304
2006-04-17,48.068718,48.220977,47.012036,47.625967,21.999013,24796853
2006-04-18,47.706031,47.960885,47.485692,47.535183,21.959363,20410097
2006-04-19,48.065411,48.433788,47.512252,48.13662,22.239517,18658394
2006-04-20,48.335463,48.905623,48.130614,48.85762,22.574973,22318723
2006-04-21,49.372432,49.563469,48.740429,49.086166,22.682934,19101580
2006-04-24,48.908289,49.757705,48.708319,49.324993,22.800412,29913684
2006-04-25,49.426401,50.465566,49.338614,50.182808,23.19935,21044167
2006-04-26,50.108049,50.2608,49.444434,49.775171,23.013295,21609490
2006-04-27,49.882752,51.334213,49.444975,50.928663,23.549055,7919677
2006-04-28,51.344274,51.778712,51.152478,51.212058,23.682559,11988299
2006-05-01,51.070648,51.777248,50.583809,51.560079,23.850941,19283825
2006-05-02,51.807623,52.020513,51.472688,51.739498,23.936428,12461703
2006-05-03,51.872035,51.907792,50.780273,51.035006,23.612963,24419101
2006-05-04,51.236861,51.729224,50.439562,50.867242,23.53779,13260759
2006-05-05,50.974981,51.577138,50.55679,51.404648,23.788939,31694264
2006-05-08,51.358094,51.911094,51.3143,51.564757,23.870483,17177520
2006-05-09,51.660327,52.364814,51.532301,52.081392,24.112154,24845389
2006-05-10,52.44857,52.903325,51.215923,51.496856,23.844011,19465794
2006-05-11,51.183148,52.466274,51.160742,52.403484,24.266321,21339605
2006-05-12,52.592298,52.873776,51.879726,52.254929,24.200048,14852192
2006-05-15,52.611405,52.735978,52.265948,52.389353,24.269876,20655646
2006-05-16,52.209859,52.308979,50.963977,51.335644,23.784209,13767998
2006-05-17,51.503115,51.538174,50.549085,51.018671,23.639812,7322601
2006-05-18,50.652795,50.923726,50.108731,50.72629,23.506781,15743788
2006-05-19,50.843027,50.910477,50.242419,50.699211,23.496677,20851470
2006-05-22,50.517395,50.65926,50.07842,50.154205,23.251349,21157979
2006-05-23,49.919038,50.593006,49.580942,50.334483,23.337353,18449508
2006-05-24,50.353827,50.438049,49.814521,49.873636,23.126089,18141137
2006-05-25,50.118365,50.218836,49.662887,49.730224,23.061989,12209887
2006-05-26,49.584627,50.339316,49.505601,50.312701,23.334536,13054877
2006-05-30,50.127996,51.022132,50.016339,50.968255,23.648414,20465888
2006-05-31,51.096922,51.636076,50.60693,51.593682,23.941093,17894447
2006-06-01,51.926266,53.355105,51.883822,52.922603,24.560309,20559139
2006-06-02,52.68864,53.576191,52.531105,53.024994,24.610387,22964516
2006-06-05,52.806095,53.614308,52.412367,53.588272,24.879584,13313494
2006-06-06,53.745449,53.826849,51.944452,52.039804,24.163186,11609998
2006-06-07,51.760208,51.789883,49.969753,50.518101,23.459068,31342588
2006-06-08,50.266163,51.268254,49.987188,50.827028,23.60498,15125009
2006-06-09,50.453765,50.832543,49.443851,49.539773,23.009549,13164150
2006-06-12,49.520353,49.73301,48.305745,48.816953,22.680902,15467985
2006-06-13,48.581291,49.065832,48.252666,48.906285,22.72477,23209437
2006-06-14,48.407272,48.506385,46.317682,46.934296,21.810736,21135840
2006-06-15,46.934738,47.980417,46.166096,47.491415,22.07193,19093442
2006-06-16,47.765142,47.979859,46.710231,47.060378,21.873878,16476234
2006-06-19,46.934466,47.87407,46.754215,47.802736,22.225866,17205651
2006-06-20,47.454899,48.552904,47.292367,48.504719,22.554599,24923503
2006-06-21,48.802253,49.354444,47.294088,47.748827,22.205421,20865978
2006-06-22,48.276307,48.635033,47.839434,48.310813,22.469108,20106536
2006-06-23,48.527538,49.511645,48.432712,49.243467,22.905263,25484377
2006-06-26,49.29341,49.360447,48.143629,48.332001,22.488319,19678752
2006-06-27,48.384753,48.815605,48.245123,48.327692,22.488654,26159496
2006-06-28,47.964451,49.228179,47.470743,48.721308,22.674176,19017368
2006-06-29,49.123509,50.333306,48.850478,50.226582,23.377141,23295529
2006-06-30,50.059295,51.040959,49.777993,50.959799,23.720872,17193726
2006-07-03,50.685755,50.91078,49.832799,50.725952,23.619392,16073294
2006-07-05,50.44768,50.77716,49.577258,50.029769,23.300077,12492721
2006-07-06,50.1423,50.607456,48.926544,48.980503,22.813782,14733221
2006-07-07,49.016881,49.149844,48.538157,48.615936,22.646332,21217984
2006-07-10,49.063775,49.270822,49.040257,49.121903,22.889166,10818039
2006-07-11,48.877554,49.410787,48.642463,49.221767,22.938085,18631529
2006-07-12,49.754207,50.312617,49.685882,50.135556,23.366355,16596186
2006-07-13,50.185488,50.630205,50.125114,50.396636,23.490479,17226718
2006-07-14,49.948419,50.825138,49.386378,50.4244,23.505866,21959940
2006-07-17,50.23276,51.654553,49.592375,51.581838,24.052924,21854324
2006-07-18,51.116168,52.160681,50.785287,51.990221,24.245877,19384731
2006-07-19,51.868816,52.120917,49.725979,49.95213,23.297828,40269157
2006-07-20,50.280354,50.429152,49.937199,50.002063,23.323544,17536784
2006-07-21,50.093579,51.17251,50.067677,50.563803,23.588022,18343493
2006-07-24,50.245384,52.099083,50.172079,51.891682,24.215035,22511163
2006-07-25,52.258619,52.651966,50.188999,50.547018,23.590007,23809928
2006-07-26,50.294425,50.700845,49.267799,49.615697,23.157774,21682973
2006-07-27,49.651242,50.759842,49.439965,50.063885,23.369394,19516837
2006-07-28,50.476991,50.505391,49.937645,50.106386,23.391666,13185013
2006-07-31,49.998827,50.187533,49.818309,50.144039,23.416551,9218049
2006-08-01,49.789992,50.800613,49.521807,50.612789,23.63791,14160118
2006-08-02,50.671434,52.254207,50.438845,51.798664,24.194272,15676572
2006-08-03,51.934762,53.532775,51.698633,53.31015,24.902852,17215493
2006-08-04,53.056586,53.679736,52.450942,53.260053,24.882038,16618518
2006-08-07,52.913375,54.619353,52.430283,54.458839,25.450029,20569247
2006-08-08,54.200288,55.594157,53.825396,55.2009,25.799498,12931180
2006-08-09,54.924416,55.101889,53.788285,54.345443,25.402322,20879344
2006-08-10,53.812128,54.294754,53.781438,54.16028,25.318406,21424801
2006-08-11,54.06199,55.281137,53.870956,54.907027,25.67016,12912755
2006-08-14,55.220543,55.80659,53.568081,54.014111,25.260586,19198545
2006-08-15,54.165681,54.417091,53.98773,54.212781,25.356136,24858898
2006-08-16,54.238438,54.294488,53.867744,54.163935,25.335925,18584138
2006-08-17,54.074108,54.261593,53.497293,53.972969,25.249225,12491560
2006-08-18,53.948639,55.366801,53.875303,55.274477,25.860777,15045287
2006-08-21,55.666042,56.397526,55.093695,55.954003,26.186873,17174829
2006-08-22,56.166592,56.210668,54.45003,54.926501,25.708669,24038111
2006-08-23,55.080457,56.567736,54.802465,56.18419,26.300074,18274764
2006-08-24,56.167115,57.220431,55.869924,56.671694,26.531037,17474084
2006-08-25,56.839285,57.610388,55.782265,56.522222,26.463814,11745297
2006-08-28,56.503382,57.842359,56.409037,57.467642,26.914861,12821217
2006-08-29,57.306557,57.58462,56.723538,57.034682,26.714864,32050405
2006-08-30,57.227208,58.264682,56.940341,58.179982,27.254154,11049691
2006-08-31,58.553506,58.623076,58.415158,58.454079,27.385403,22518409
2006-09-01,58.509414,59.008384,57.457006,57.832301,27.096922,18260436
2006-09-05,58.328582,58.979877,57.685005,58.197866,27.279555,19700765
2006-09-06,58.446712,58.533457,58.333231,58.467637,27.408859,13631428
2006-09-07,58.404608,58.982181,57.913504,57.940783,27.164702,26638760
2006-09-08,57.802446,58.421175,55.882167,55.907498,26.214153,23155958
2006-09-11,55.78154,56.085563,54.7865,54.981045,25.787801,19298423
2006-09-12,55.123296,55.576334,53.914627,54.10425,25.379198,16265923
2006-09-13,53.85292,55.017813,53.126297,54.530966,25.582023,33624487
2006-09-14,54.909377,56.555547,54.481068,56.137562,26.338463,12918903
2006-09-15,55.7101,56.310735,54.818219,54.869291,25.746097,15443312
2006-09-18,55.179692,55.338724,53.989687,54.035642,25.362843,13207192
2006-09-19,54.688059,54.830785,51.934551,52.318286,24.559318,19831019
2006-09-20,52.472377,52.53379,51.233545,51.44403,24.151436,19873699
2006-09-21,50.865911,51.347128,50.684945,51.026488,23.957905,14994314
2006-09-22,51.029571,52.046612,50.398371,50.819612,23.863255,19663348
2006-09-25,50.785061,50.99526,49.711895,49.822809,23.402492,17796001
2006-09-26,49.919544,51.000434,49.35315,50.488229,23.717516,21148554
2006-09-27,50.374901,50.573041,50.148328,50.523151,23.736391,19841798
2006-09-28,50.620475,50.977883,50.293591,50.438691,23.699176,11079008
2006-09-29,50.183088,50.493354,49.959022,50.095189,23.540227,10794856
2006-10-02,50.799893,50.896635,49.754183,49.791225,23.404695,15539691
2006-10-03,49.565237,50.086381,48.956121,49.730259,23.37847,19844600
2006-10-04,50.028773,50.144152,48.998006,49.09485,23.082162,17149806
2006-10-05,48.982433,49.190792,48.589931,48.727142,22.911666,12869360
2006-10-06,48.688683,48.87215,48.127204,48.215289,22.673349,18987918
2006-10-09,48.2965,48.4037,46.750654,47.505333,22.346464,16468369
2006-10-10,47.293323,48.939972,46.965259,48.752239,22.935394,17793406
2006-10-11,48.532313,49.553943,48.170432,49.514327,23.29634,11391685
2006-10-12,49.739105,49.983524,48.275931,48.411287,22.779733,27603639
2006-10-13,48.819499,48.862437,47.393329,47.910418,22.546397,30506408
2006-10-16,48.003801,48.414247,46.596641,46.715585,21.990978,17409842
2006-10-17,46.564804,47.061665,46.480492,47.026227,22.139513,22775529
2006-10-18,46.861731,48.148617,46.547058,47.861203,22.534956,19663311
2006-10-19,47.904076,48.085932,45.972677,46.484721,21.889131,13344207
2006-10-20,46.322033,48.550259,46.130425,48.193857,22.696305,39056959
2006-10-23,47.944248,48.72701,46.934294,48.490767,22.84326,9352719
2006-10-24,48.286659,48.310097,46.910186,47.304082,22.286549,16379540
2006-10-25,47.114817,47.739263,46.572458,46.7638,22.034296,23511914
2006-10-26,45.957128,47.20654,45.647465,46.789998,22.048934,17783277
2006-10-27,46.708752,46.940412,46.46586,46.643366,21.982123,13616942
2006-10-30,46.969102,47.001422,45.693653,45.739608,21.562929,16380327
2006-10-31,45.439847,46.494143,45.321965,45.825985,21.605897,35919226
2006-11-01,45.581873,46.736403,45.228283,46.529901,21.940059,10392439
2006-11-02,46.651633,46.686267,46.548222,46.594276,21.9727,14955775
2006-11-03,46.810679,47.19052,46.493667,46.652739,22.002559,25347480
2006-11-06,46.08803,46.986837,45.530233,46.196316,21.794099,15238690
2006-11-07,46.546563,46.691299,46.30932,46.575199,21.975132,16827050
2006-11-08,46.874561,47.601376,46.743819,47.143188,22.245435,19914712
2006-11-09,46.835019,48.968086,46.281169,48.685897,22.975783,35732122
2006-11-10,49.091115,50.009664,48.838001,49.916263,23.558866,24663285
2006-11-13,50.194897,51.54661,49.566647,50.996107,24.076031,24567257
2006-11-14,51.754122,52.048338,50.863752,50.978478,24.070212,23857019
2006-11-15,51.635077,51.932576,51.40849,51.557193,24.345994,13356442
2006-11-16,52.17111,52.313636,51.621988,51.86091,24.491961,10855998
2006-11-17,51.981958,53.727248,51.535665,53.268542,25.15935,20168152
2006-11-20,53.088399,53.785722,51.874543,52.376343,24.745676,15343916
2006-11-21,52.635419,52.717093,51.976309,52.1457,24.63927,17827475
2006-11-22,52.159042,54.040667,51.907234,53.420748,25.244367,14300828
