date,open,high,low,close,adj_close,volume
2006-01-03,44.942836,45.146954,44.666025,45.068435,39.825957,23814340
2006-01-04,44.987917,45.742668,44.838647,45.448405,40.162387,69995515
2006-01-05,45.33292,45.943153,45.138664,45.477891,40.189104,34800154
2006-01-06,45.42626,45.632497,44.501422,44.703841,39.50572,36116548
2006-01-09,44.712192,44.881322,44.492593,44.591766,39.408618,41651592
2006-01-10,44.555582,44.900909,44.36478,44.68801,39.494324,24399849
2006-01-11,44.64216,44.864658,43.844142,43.970767,38.861079,50012746
2006-01-12,43.880325,44.06517,43.531288,43.665768,38.592156,45458118
2006-01-13,43.882021,44.678629,43.501031,44.515443,39.343753,37344092
2006-01-17,44.392625,44.563269,44.189466,44.278758,39.137136,33709590
2006-01-18,44.16258,44.707858,43.93841,44.556171,39.382983,43392697
2006-01-19,44.5352,44.875339,44.176362,44.333799,39.187073,46240538
2006-01-20,44.235709,44.436172,43.86733,43.897326,38.801908,31612514
2006-01-23,43.575911,44.299579,43.296703,44.010125,38.903531,64121436
2006-01-24,44.11979,44.982753,43.986689,44.657887,39.476781,42674928
2006-01-25,44.728236,44.755571,44.245912,44.394469,39.244568,51379062
2006-01-26,44.292661,44.468725,43.826879,44.220103,39.091072,48915336
2006-01-27,44.078679,44.269673,43.983393,44.115973,38.99966,26356541
2006-01-30,44.302106,44.583698,44.222204,44.393167,39.246641,59194429
2006-01-31,44.220326,44.27096,44.016402,44.110552,38.99743,45492715
2006-02-01,43.909899,44.20918,43.712977,43.98902,38.890625,37504549
2006-02-02,43.973539,44.932258,43.938626,44.796125,39.604835,51941931
2006-02-03,44.67783,45.639981,44.654609,45.454796,40.187835,72973089
2006-02-06,45.229301,46.11221,45.132258,45.867841,40.555018,44336692
2006-02-07,45.783253,46.880638,45.731872,46.756816,41.341703,93104292
2006-02-08,46.623939,47.838912,46.30935,47.50945,42.007861,50293839
2006-02-09,47.528209,48.461707,47.043628,48.432869,42.825052,30836882
2006-02-10,47.97111,48.877463,47.864538,48.540933,42.921309,53433347
2006-02-13,48.60132,48.908647,47.605177,47.939561,42.391647,55468618
2006-02-14,48.122087,48.469222,48.063992,48.262932,42.678296,85015480
2006-02-15,48.147075,48.683771,47.971747,48.470392,42.862455,37404279
2006-02-16,48.33736,48.79647,48.140046,48.472848,42.86533,37384281
2006-02-17,48.640619,48.931518,48.135774,48.404145,42.805278,40586672
2006-02-21,48.126111,49.153795,48.016699,49.102931,43.42609,47830524
2006-02-22,49.184366,49.464706,49.004489,49.054031,43.383556,36539676
2006-02-23,49.232083,49.579611,48.543429,48.859289,43.212035,30683942
2006-02-24,49.152357,49.263001,48.864839,49.021762,43.356442,31358533
2006-02-27,48.84027,49.055275,48.669603,48.81102,43.172182,71246741
2006-02-28,48.918014,49.811335,48.496159,49.330332,43.632218,42591174
