date,open,high,low,close,adj_close,volume
2006-01-03,3.395613,3.423077,3.372102,3.413405,3.016348,87889558
2006-01-04,3.399349,3.492603,3.394896,3.440575,3.040409,59580570
2006-01-05,3.410727,3.463233,3.378627,3.450185,3.048951,54824433
2006-01-06,3.456052,3.458569,3.315625,3.362373,2.971399,65157810
2006-01-09,3.346119,3.374458,3.301653,3.373102,2.981028,89167790
2006-01-10,3.339688,3.458287,3.336012,3.448104,3.047362,50503729
2006-01-11,3.437249,3.439918,3.413187,3.422947,3.025178,92632855
2006-01-12,3.426694,3.436293,3.323729,3.337014,2.94928,60003723
2006-01-13,3.341299,3.46463,3.32705,3.42509,3.027172,41120657
2006-01-17,3.395423,3.435104,3.383035,3.394124,3.0,66734393
2006-01-18,3.429852,3.443543,3.423443,3.437627,3.038502,54884076
2006-01-19,3.442464,3.485252,3.436188,3.457342,3.055978,45991154
2006-01-20,3.46423,3.507838,3.435371,3.482989,3.078698,31455278
2006-01-23,3.465348,3.474316,3.456696,3.470837,3.068108,66778127
2006-01-24,3.487828,3.516148,3.439838,3.509633,3.102453,52827861
2006-01-25,3.546118,3.567218,3.494627,3.517474,3.109436,68789187
2006-01-26,3.513957,3.5655,3.472144,3.493109,3.087948,52713543
2006-01-27,3.480417,3.484459,3.440078,3.451808,3.051487,71250098
2006-01-30,3.441491,3.468333,3.409341,3.435412,3.037142,35350134
2006-01-31,3.431591,3.455323,3.42308,3.435986,3.0377,99209903
2006-02-01,3.403659,3.490417,3.382095,3.472007,3.069596,94084270
2006-02-02,3.469312,3.571203,3.421724,3.548828,3.137565,87486403
2006-02-03,3.543551,3.599472,3.529957,3.592457,3.17619,67744334
2006-02-06,3.570097,3.653654,3.566668,3.640073,3.218447,75052186
2006-02-07,3.687957,3.767991,3.6682,3.743548,3.309991,38993602
2006-02-08,3.735901,3.81447,3.701273,3.804386,3.363839,96731767
2006-02-09,3.824004,3.83509,3.812261,3.832119,3.388416,45827751
2006-02-10,3.816598,3.868574,3.813663,3.84864,3.40308,83972443
2006-02-13,3.868068,3.869916,3.732494,3.776047,3.339055,128879368
2006-02-14,3.806201,3.825054,3.709038,3.728493,3.297059,103139155
2006-02-15,3.746685,3.778888,3.654137,3.696645,3.26895,76263504
2006-02-16,3.668356,3.721398,3.633367,3.712466,3.282994,92952222
2006-02-17,3.707619,3.734207,3.585145,3.58756,3.17259,89837598
2006-02-21,3.57609,3.638045,3.543675,3.617583,3.19935,71397767
2006-02-22,3.621327,3.649522,3.518996,3.553692,3.142897,83281900
2006-02-23,3.582738,3.629796,3.47906,3.502123,3.097341,110039539
2006-02-24,3.467667,3.622244,3.446546,3.603944,3.187446,57170254
2006-02-27,3.609095,3.619893,3.605393,3.613157,3.195752,102015157
2006-02-28,3.603482,3.646683,3.601728,3.640912,3.220353,59220024
2006-03-01,3.654781,3.69587,3.652389,3.668433,3.244748,106831047
2006-03-02,3.673038,3.749593,3.644332,3.728774,3.298174,64455765
2006-03-03,3.742938,3.745537,3.698302,3.732145,3.30121,70645999
2006-03-06,3.732834,3.788047,3.691703,3.722877,3.293175,60972357
2006-03-07,3.737288,3.798315,3.69727,3.780626,3.344313,58165833
2006-03-08,3.763816,3.862814,3.747339,3.827417,3.385759,48322588
2006-03-09,3.860058,3.885253,3.751725,3.78547,3.348708,93812218
2006-03-10,3.813383,3.850025,3.717008,3.722676,3.293213,92059800
2006-03-13,3.759717,3.785981,3.709246,3.722408,3.293138,97707650
2006-03-14,3.725965,3.734055,3.659436,3.683692,3.258941,50291836
2006-03-15,3.700495,3.70491,3.677917,3.69393,3.268052,68568800
2006-03-16,3.688889,3.73897,3.680776,3.705419,3.27827,53429861
2006-03-17,3.697452,3.709979,3.663332,3.70517,3.278103,87619279
2006-03-20,3.674174,3.773416,3.658929,3.767034,3.333001,72459040
2006-03-21,3.764853,3.852133,3.728427,3.845419,3.402411,58576731
2006-03-22,3.848749,3.850916,3.833314,3.844295,3.401472,78546603
2006-03-23,3.849092,3.90258,3.782997,3.887806,3.440028,58665521
2006-03-24,3.886421,3.971848,3.877562,3.956361,3.500745,97722792
2006-03-27,3.979576,4.021749,3.903204,3.905607,3.456006,127750863
2006-03-28,3.88097,3.892669,3.802926,3.831988,3.390917,61207431
2006-03-29,3.819317,3.924147,3.801704,3.879861,3.433336,77317794
2006-03-30,3.866084,3.869321,3.79306,3.820622,3.38097,42169874
2006-03-31,3.81512,3.835089,3.78815,3.793664,3.35717,54915057
2006-04-03,3.769906,3.772992,3.735062,3.73952,3.309418,89943813
2006-04-04,3.731615,3.753138,3.695384,3.741068,3.310843,56418488
2006-04-05,3.723968,3.782399,3.688328,3.738492,3.308618,58858043
2006-04-06,3.720475,3.752345,3.718134,3.74278,3.312467,96036819
2006-04-07,3.738787,3.762405,3.721399,3.745027,3.31451,63088404
2006-04-10,3.775504,3.79038,3.707949,3.72234,3.294593,65351778
2006-04-11,3.724937,3.738113,3.653914,3.692323,3.268079,78868479
2006-04-12,3.668241,3.687897,3.599735,3.611492,3.196588,81774318
2006-04-13,3.628936,3.646706,3.556458,3.563136,3.153839,75223868
2006-04-17,3.571961,3.607425,3.49848,3.529876,3.124605,47168224
2006-04-18,3.563064,3.56864,3.50645,3.525792,3.121041,76215476
2006-04-19,3.533915,3.543461,3.497623,3.509485,3.106657,70397718
2006-04-20,3.50976,3.514275,3.494018,3.496555,3.095263,81282711
2006-04-21,3.502162,3.548021,3.495296,3.532801,3.1274,65501222
2006-04-24,3.552297,3.596557,3.528037,3.590052,3.178238,53500801
2006-04-25,3.587985,3.652396,3.579575,3.624974,3.209206,86930651
2006-04-26,3.640841,3.675902,3.60944,3.632541,3.215958,47086033
2006-04-27,3.640648,3.73179,3.630874,3.709439,3.284091,99901372
2006-04-28,3.700184,3.794538,3.673047,3.740792,3.311904,67240856
2006-05-01,3.770435,3.791436,3.714346,3.74479,3.315607,67706984
2006-05-02,3.750667,3.841351,3.738014,3.803599,3.367731,71407173
2006-05-03,3.82481,3.87578,3.742141,3.761238,3.330279,105749107
2006-05-04,3.755324,3.793293,3.742142,3.786752,3.352925,56794480
